mk_5tyO3y7l	-0.0	During the past 7 days: I am satisfied with my sex life.. 
7yb7oYXLXL	-0.03075371302893337	I am satisfied with my sex life in the past 7 days [FACIT]. 
7Jf5YJ_2kXg	-0.1294626351746634	In the past 30 days How satisfied have you been with your sex life?. 
m19euqinsg	-0.20438272926680467	Over the past 4 weeks how satisfied have you been with your overall sex life [PhenX]. 
XJ7ldkuhkQx	-0.23168330686418181	In the past 30 days How much have hot flashes affected your satisfaction with your sex life?. 
QkPqt1dh1Qg	-0.26975931455785906	In the past 30 days When you have had sexual activity, how satisfying has it been?. 
mJiuyO3yme	-0.27564341300830975	In the past 30 days How much has pain affected your satisfaction with your sex life?. 
Xyc_k_n1Xg	-0.308984376570243	In the past 30 days How much has fatigue or lack of energy affected your satisfaction with your sex life?. 
Q1T_ku21Xl	-0.3093432754336345	In the past 30 days How much has recent weight loss affected your satisfaction with your sex life?. 
7JB9FydhkQx	-0.3093539252625426	In the past 30 days How satisfied have you been with your sexual relationship with a partner?. 
7kesFS5ZS8	-0.3209343398391863	Sex in the last year - Reported. A patient's self-report of sexual activity in the last 12 months.
m1R_1_nJmx	-0.3218356379636622	In the past 30 days How much has recent weight gain affected your satisfaction with your sex life?. 
7ybx_ku2kXg	-0.33221463874045876	In the past 30 days How much have scars from surgery affected your satisfaction with your sex life?. 
Xy8cY1_2k7x	-0.34092488643122487	In the past 30 days When you have had sexual activity, how much have you enjoyed it?. 
QkZndydhymg	-0.3431218926843871	In the past 30 days How often have you felt like you wanted to have sex?. 
mkpuOyO31Xx	-0.3493771387322656	In the past 30 days How much has vaginal dryness affected your satisfaction with your sex life?. 
mkX5FkdnJQl	-0.35026701718838604	In the past 30 days How much pleasure has your sex life given you?. 
QJlQiFXUXU	-0.3506428793984837	Would you like to answer the question referring to your sex life [FACIT]. 
Xyzluyu2k7e	-0.3617748567628125	In the past 30 days How much has breast tenderness/enlargement affected your satisfaction with your sex life?. 
XJiKrc_BI	-0.36502027433947626	Sex in the last 3 months - Reported. A patient's self-report of sexual activity in the last three months.
7JyxOk_nk7x	-0.36578919708385615	In the past 30 days How much has hair loss from medical treatments affected your satisfaction with your sex life?. 
XkE9Yyu2yXx	-0.38096194534410543	In the past 30 days How often have you thought that your sex life is wonderful?. 
XkGctrqWr8	-0.3988802690700064	Ever had sex - Reported. A patient's self-report of ever being sexually active.
QyVeu9s2ie	-0.4000453270483968	Over the past 4 weeks when you attempted sexual intercourse, how often was it satisfactory for you [PhenX]. 
myDed9inox	-0.45193256877235555	Over the past 4 weeks when you had sexual stimulation or intercourse, how often did you have the feeling of orgasm or climax [PhenX]. 
QyExJuconsx	-0.4744539385191031	How often did you have difficulty with lack of interest in sex [PhenX]. 
LZiKSObKa	-0.4799473610447834	Sex [USSG-FHT]. Sex of the patient, created for the U.S. Surgeon General's Family Health History Portrait.
my9loFqo3jg	-0.48751838926676094	How many times in the last year have you had or tried to have sexual relations with someone against their will, other than events you just mentioned [Denver Youth Survey]. 
7kSgk_cohix	-0.49152239410708853	Over the past 4 weeks how often were you able to get an erection during sexual activity [PhenX]. 
QkxMeOJ_nkme	-0.5017124879587669	In the past 30 days How often have you had anal sex?. 
06ArFWmaU7E	-0.5038809793777347	World Health Organization Quality of Life (WHOQOL-BREF) - sex life scale. Scale used to assess sex life satisfaction, as part of the World Health Organization Quality of Life (WHQOL-BREF) questionnaire
71ExiROCjHf	-0.5049096668108378	"Sex [AHRQ]. The patient's documented sex (gender) on arrival at the hospital. This term was created for the ""Patient gender"" data element on the Agency for Healthcare Research and Quality (AHRQ) Healthcare Event Reporting Form (HERF), version 1.2. [https://ushik.ahrq.gov/ViewItemDetails?&system=mdr&itemKey=169064000&enableAsynchronousLoading=true]"
wFcQvdMAeUB	-0.5064976026467956	Stroke Specific Quality of Life Scale (SS-QOL) - sex social role scale. The scale for having sex less often based on Stroke Specific Quality of Life Scale (SS-QOL).
J8ci_CzOgQ	-0.5191466867789902	Societal sex. This term was created for the U.S. Department of Health and Human Services (HHS) 2015 Edition Health Information Technology (Health IT) Certification Criteria final rule. [https://www.federalregister.gov/articles/2015/10/16/2015-25597/2015-edition-health-information-technology-health-it-certification-criteria-2015-edition-base]
E4t_5fkSQ	-0.5267334807943342	Sex of Family member. Sex of a family member, including sibling, parent, child, or other family member. To specify the family member relation, use Relationship to patient [LOINC: 54136-7].
71qxF89inig	-0.5301113289157295	Sex. 
gtqOBUXBf	-0.5323940970933038	Sex type. The sex of the subject/participant
mkIxdcohoe	-0.5334585696178251	Over the past 4 weeks when you had sexual stimulation or intercourse, how often did you ejaculate [PhenX]. 
m1mZIvXgr0z	-0.546136945710322	Sex decreased interest indicator. Indicator of whether the patient/participant has experienced decreased interest in sex.
2dyYtsn9	-0.5498127000108461	Sex type code. Code for the subject/participant's sex
mygNSAd6TL	-0.5505635418277156	Sex at Birth Type. Self-reported sex of the participant/subject at birth.
6zw3RJZINg	-0.5529583662154794	Sex at Birth. The self-reported sex of the participant/subject at birth.
7Jdgotqs2sx	-0.5637707034187658	How many times in the last year have you been paid for having sexual relations with someone [Denver Youth Survey]. 
Q1lYGnUrkv	-0.5674556470443158	Sex. Self-identified gender where gender is the assemblage of properties that distinguish people on the basis of the societal roles
8kbyRtApZce	-0.5747058480057918	Sexual Compulsivity (SCS) - sex thought strong than self scale. I feel that sexual thoughts and feelings are stronger than I am. As part of Sexual Compulsivity Scale (SCS) questionnaire
a4ev6FPSc	-0.575841092088582	How many times in the last year did you threaten or hurt someone to get them to have sex with you [Denver Youth Survey]. 
ezelurehr2	-0.5799576025885778	Sex. A textual description of a person's sex at birth.
vqxNsvfcdhs	-0.5817727798835066	Family history gender type. Reported gender of the relative. Gender is the socially constructed identity of sex
Zyxmbm4_C	-0.5859203750305728	How many times in the last year have you paid someone to have sex with you [Denver Youth Survey]. 
nSXRtkERXFM	-0.5896239307780227	Sexual Compulsivity (SCS) - sex thought more than want scale. I think about sex more than I would like to. As part of Sexual Compulsivity Scale (SCS) questionnaire
mJbVrC_a68	-0.5907085738296103	Sex at birth other text. Text describing another variety of the subject's self-proclaimed sex at his/her birth.
hyAdCSb5Tr2	-0.5907497901320901	Sexual Compulsivity (SCS) - sex desire disrupt daily life scale. My desires to have sex have disrupted my daily life. As part of Sexual Compulsivity Scale (SCS) questionnaire
c15vK97pK5X	-0.593269125513439	Gender type. Self-reported gender of the participant/subject.
P7b7UXAW6I	-0.594603528606533	How many times in the last year have you been paid, or received other favors for having sex with someone [Denver Youth Survey]. 
QyiWxOJu2J7g	-0.5946488061680264	In the past 30 days How often have you touched someone's genitals with your mouth (had oral sex)?. 
m18_28qonsg	-0.5972407782528356	Sex of relative family member [PhenX]. 
SytMgohDaJz	-0.6021086620591845	Sibling gender type. Reported gender of the sibling. Gender is the socially constructed identity of sex
7kn_g_kuhkXx	-0.6032713835744439	In the past 30 days How often has someone touched your genitals with their mouth (had oral sex)?. 
BFTXK85Q2tK	-0.6058835519961148	Sex of Participant. Used by the registry to generate the GUID
7ur8LWKKU	-0.6071681244775852	Gender identity type. Gender identity self-identified by the subject/participant. Gender type may or may not match sex assigned at birth.
dvEQ3Mi5w2	-0.6101244953258744	Sexual Orientation - Specify. The pattern of a person's emotional, romantic, and/or sexual attractions, not described in initial value selection list or secondary value selection list
hfA60EMB7mf	-0.6102270641617307	Headache Screening Survey (HSS) - household member sex type. The sex of each members of a participant's household who suffer from severe headaches from Headache Screening Survey (HSS) which is a questionnaire that screens for alcohol dependency without it appearing to be the main focus of the instrument.
