basal cell of epithelium of bronchus	CL:1000349
basal cell of epithelium of lobular bronchiole	CL:1000352
basal cell of epithelium of respiratory bronchiole	CL:1000351
basal cell of epithelium of terminal bronchiole	CL:1000350
basal cell of epithelium of trachea	CL:1000348
basal cell of esophageal epithelium	CL:1000447
basal cell of lactiferous duct	CL:0002324
basal cell of olfactory epithelium	CL:0002169
basal cell of prostate epithelium	CL:0002341
basal cell of prostatic acinus	CL:0002234
basal cell of urothelium	CL:1000486
basal epithelial cell of bronchioalveolar duct junction	CL:0002638
basal epithelial cell of prostatic acinus	CL:0002234
basal epithelial cell of prostatic duct	CL:0002236
basal epithelial cell of tracheobronchial tree	CL:0002329
basal external epithelial cell of tympanic membrane	CL:0002160
basal proper cell of olfactory epithelium	CL:0002184
basal-myoepithelial cell of mammary gland	CL:0002324
basidiospore	CL:0000615
basket cell	CL:0000118
basket epithelial cell	CL:0000185
basophil cell of anterior lobe of hypophysis	CL:0000639
basophil cell of pars distalis of adenohypophysis	CL:0000639
basophilic myeloblast	CL:0000829
beige adipocyte	CL:0001070
beige brown adipocyte	CL:0001070
beige fat cell	CL:0001070
beige/brite adipocyte	CL:0001070
beta cell	CL:0000639
beta cell islet	CL:0000169
beta cell of pancreatic islet	CL:0000169
beta motor neuron	CL:4023000
beta-basophil	CL:0000476
beta1-tanycyte	CL:4042019
beta2-tanycyte	CL:4042020
binucleate cell	CL:0000227
biogenic amine secreting cell	CL:0000457
bipolar neuron	CL:0000103
bistratified cell	CL:0004247
bistratified retinal amacrine cell	CL:0004250
bistratified retinal ganglion cell	CL:0003001
bitufted neuron	CL:4023077
bladder cell	CL:1001319
bladder microvascular endothelial cell	CL:2000040
bladder transitional cell	CL:1001428
bladder urothelial cell	CL:1001428
blast cell	CL:0000055
blast forming unit erythroid	CL:0000038
blastema cell	CL:0000354
blastema cell of olfactory epithelium	CL:0002171
blastemal cell	CL:0000354
blastoconidium	CL:0002385
blastoderm cell	CL:0000353
blastomere	CL:0000353
blastospore	CL:0002385
blood cell	CL:0000081
blood cell	CL:0000390
blood forming stem cell	CL:0000037
blood lymphocyte	CL:4030029
blood platelet	CL:0000233
blood vessel endothelial cell	CL:0000071
blood vessel smooth muscle cell	CL:0019018
blue chromatophore	CL:0000747
blue sensitive photoreceptor cell	CL:0000495
bombesin stimulating hormone secreting cell	CL:0000483
bone cell	CL:0001035
bone marrow cell	CL:0002092
bone marrow hematopoietic cell	CL:1001610
bone marrow hematopoietic cells	CL:1001610
bone marrow mononuclear cell	CL:0010004
bone marrow poietic cells	CL:1001610
bone marrow stromal cell	CL:0010001
bone marrow stromal cells	CL:0000134
bone matrix secreting cell	CL:0000054
border associated macrophage	CL:4042003
border cell of cochlea	CL:0002168
border follicle cell	CL:0000579
bottle cell	CL:0007020
bottom pericryptic-associated fibroblasts	CL:4052008
boundary cell	CL:0000213
bouton vestibular afferent neuron	CL:4023113
brain cortex glial cell	CL:1001579
brain macroglial cell	CL:2000005
brain microvascular endothelial cell	CL:2000044
brain pericyte	CL:2000043
brain vascular cell	CL:4023072
brainstem motor neuron	CL:2000047
branched duct epithelial cell	CL:0000069
branchi motor neuron	CL:0005023
branchiomotor neuron	CL:0005023
breast adipocyte	CL:0002617
breast epithelial cell	CL:0002327
breast fibroblast	CL:4006000
breast glandular cell	CL:1001586
breast glandular cells	CL:1001586
brite adipocyte	CL:0001070
brite cell	CL:0001070
brite fat cell	CL:0001070
broad diffuse amacrine cell	CL:0004228
bronchial epithelial cell	CL:0002328
bronchial gland mucous cell	CL:4033022
bronchial goblet cell	CL:1000312
bronchial smooth muscle cell	CL:0002598
bronchioalveolar stem cell	CL:0002638
bronchiolar Kulchitsky cell	CL:0002066
bronchiolar smooth muscle cell	CL:4033017
bronchus fibroblast of lung	CL:2000093
brown adipocyte	CL:0000449
brown adipose cell	CL:0000449
brown fat cell	CL:0000449
brown preadipocyte	CL:0002335
brush border cell of the proximal tubule	CL:0002307
brush border epithelial cell	CL:0000239
brush cell	CL:0002204
brush cell of bronchus	CL:0002208
brush cell of epithelium of lobar bronchus	CL:4033007
brush cell of epithelium of small intestine	CL:0009080
brush cell of epithelium proper of large intestine	CL:0002203
brush cell of epithelium proper of small intestine	CL:0009080
brush cell of large intestine	CL:0002203
brush cell of lobular bronchiole	CL:0002205
brush cell of small intestine	CL:0009080
brush cell of terminal bronchiole	CL:0002206
brush cell of trachea	CL:0002207
brush cell of tracheobronchial tree	CL:0002075
buccal mucosa cell	CL:0002336
bulge keratinocyte	CL:0002337
burr cell	CL:0002155
burst forming unit erythroid	CL:0000038
burst-firing layer 5 neuron	CL:4023041
bushy cell	CL:4023162
cTEC	CL:0002364
caecal appendix glandular cell	CL:1001585
calcitonin secreting cell	CL:0000443
calvarial osteoblast	CL:2000058
calyx vestibular afferent neuron	CL:4023114
camera type eye photoreceptor cell	CL:0010009
camera-type eye photoreceptor cell	CL:0010009
cancer cell	CL:0001064
canopy lamp5 GABAergic cortical interneuron (Mmus)	CL:4023022
cap cell	CL:0000676
capillary endothelial cell	CL:0002144
carbohydrate secreting cell	CL:0000447
cardiac atrium fibroblast	CL:2000067
cardiac blood vessel endothelial cell	CL:0010006
cardiac endothelial cell	CL:0010008
cardiac fibroblast	CL:0002548
cardiac glial cell	CL:0010020
cardiac mesenchymal cell	CL:0000569
cardiac muscle cell	CL:0000193
cardiac muscle cell	CL:0000746
cardiac muscle fiber	CL:0000746
cardiac muscle myoblast	CL:0000513
cardiac muscle progenitor cell	CL:0000513
cardiac myoblast	CL:0010021
cardiac myocyte	CL:0000746
cardiac neural crest cell	CL:2000073
cardiac neuron	CL:0010022
cardiac pacemaker cell	CL:0002072
cardiac pacemaker cell of sinoatrial node	CL:1000477
cardiac pacemaker cell of sinuatrial node	CL:1000477
cardiac septum cell	CL:2000022
cardiac valve cell	CL:1000147
cardiac valve interstitial cell	CL:4030032
cardiac ventricle fibroblast	CL:2000066
cardioblast	CL:0000465
cardioblast	CL:0002664
cardiocyte	CL:0002494
cardiomyocyte	CL:0000746
cardiomyocyte progenitor cell	CL:0000513
cardiovascular progenitor cell	CL:0002664
carotid body sustentacular cell	CL:0002256
cartilage cell	CL:0000138
cartwheel cell	CL:4023160
catecholaminergic neuron	CL:4033050
caudal ganglionic eminence derived GABAergic cortical interneuron	CL:4023064
caudal ganglionic eminence derived cortical interneuron	CL:4023064
caveolated cell	CL:0002204
cecal appendix glandular cell	CL:1001585
cell	CL:0000000
cell in vitro	CL:0001034
cell of Claudius	CL:0000634
cell of Hensen	CL:0000633
cell of Rouget	CL:0000669
cell of epidermis	CL:0000362
cell of skeletal muscle	CL:0000188
cell of surface ectoderm	CL:0000114
cementoblast	CL:0000061
cementocyte	CL:0000141
cementum secreting cell	CL:0000061
central nervous system macrophage	CL:0000878
central nervous system neuron	CL:2000029
central nervous system pericyte	CL:0002575
central venous hepatic sinusoidal endothelial cell	CL:0019022
centrilobular hepatocyte	CL:0019029
centrilobular region hepatocyte	CL:0019029
centripetal follicle cell	CL:0000671
centripetally migrating follicle cell	CL:0000671
centroacinar cell of Langerhans	CL:0002080
cerebellar Golgi cell	CL:0000119
cerebellar Golgi neuron	CL:0000119
cerebellar Purkinje cell	CL:0000121
cerebellar granule cell	CL:0001031
cerebellar granule cell precursor	CL:0002362
cerebellar inhibitory GABAergic interneuron	CL:4023057
cerebellar neuron	CL:1001611
cerebellar stellate cell	CL:0010010
cerebellum Golgi cell	CL:0000119
cerebellum basket cell	CL:2000027
cerebellum glutamatergic neuron	CL:2000028
cerebellum neuron	CL:1001611
cerebral cortex GABAergic interneuron	CL:0010011
cerebral cortex endothelial cell	CL:1001602
cerebral cortex endothelial cells	CL:1001602
cerebral cortex glial cell	CL:1001579
cerebral cortex glial cells	CL:1001579
cerebral cortex interneuron	CL:0008031
cerebral cortex neuron	CL:0010012
cerebral cortex pyramidal neuron	CL:4023111
cerebrospinal fluid secreting cell	CL:0000686
cerebrum cortex glial cell	CL:1001579
cervical canal epithelial cell	CL:0002535
cervical canal of uterus epithelial cell	CL:0002535
cervix epithelial cell	CL:0002535
cervix glandular cell	CL:1001587
cervix of uterus epithelial cell	CL:0002535
cervix squamous cell	CL:1001575
cervix squamous epithelial cell	CL:1001575
cervix, uterine glandular cell	CL:1001587
cervix, uterine glandular cells	CL:1001587
cervix, uterine squamous epithelial cells	CL:1001575
chalice cell	CL:0000160
chandelier cell	CL:4023083
chandelier pvalb GABAergic cortical interneuron	CL:4023036
chemoreceptor cell	CL:0000206
chief cell of parathyroid gland	CL:0000446
chief cell of stomach	CL:0000155
chlamydospore	CL:0000726
cholangiocyte	CL:1000488
cholecystokin stimulating hormone secreting cell	CL:0000481
cholinergic neuron	CL:0000108
chondroblast	CL:0000058
chondrocyte	CL:0000138
chondrocyte of tracheobronchial tree	CL:0019002
chordablast	CL:0007008
chordamesodermal cell	CL:0007006
chordoblast	CL:0007008
chorionic girdle cell	CL:4040001
chorionic membrane mesenchymal stem cell	CL:0002541
chorionic trophoblast cell	CL:0011101
choroid epiplexus macrophage	CL:4042004
choroid plexus macrophage	CL:0000880
choroidal cell of the eye	CL:0000348
choroidal melanocyte	CL:4030000
chromaffin cell	CL:0000166
chromaffin cell of adrenal cortex	CL:1000427
chromaffin cell of adrenal gland	CL:1000426
chromaffin cell of left ovary	CL:1000467
chromaffin cell of ovary	CL:1000465
chromaffin cell of para-aortic body	CL:1000424
chromaffin cell of paraaortic body	CL:1000424
chromaffin cell of paraganglion	CL:1000425
chromaffin cell of right ovary	CL:1000466
chromatocyte	CL:0000147
chromatophore	CL:0000147
chromophil cell of anterior pituitary gland	CL:0000637
chromophobe cell	CL:0000641
chromophobic cell	CL:0000641
chrondoplast	CL:0000058
ciliary muscle cell	CL:1000443
circulating cell	CL:0000080
circulating endothelial cell	CL:0002342
clear cell of eccrine sweat gland	CL:0002146
clear chief cell of parathyroid cell	CL:0002147
clear chief cell of parathyroid gland	CL:0002147
club cell	CL:0000158
club cell	CL:0007021
club cell (zebrafish)	CL:0007021
club cell of the urethra epithelium	CL:4032000
club-like cell of the prostatic urethra epithelium	CL:4032000
club-like cell of the urethral epithelium	CL:4032000
cnidoblast	CL:0011029
cnidocyte	CL:0011029
cochlea auditory hair cell	CL:4023120
cochlear hair cell	CL:4023120
cochlear inner hair cell	CL:0000589
cochlear outer hair cell	CL:0000601
cochlear pillar cell	CL:1000191
coelomocyte	CL:0000421
cold sensing thermoreceptor cell	CL:0000587
collagen secreting cell	CL:0000667
colon D-cell	CL:0002265
colon endothelial cell	CL:1001572
colon endothelial cells	CL:1001572
colon enteroendocrine cell	CL:0009042
colon epithelial cell	CL:0011108
colon glandular cell	CL:1001588
colon glandular cells	CL:1001588
colon goblet cell	CL:0009039
colon macrophage	CL:0009038
colon transit amplifying cell	CL:0009011
colon tuft cell	CL:0009041
colonic delta cell	CL:0002265
colonic endothelial cell	CL:1001572
colonic epithelial cell	CL:0011108
colonocyte	CL:1000347
colony forming unit erythroid	CL:0000038
colony forming unit erythroid megakaryocyte	CL:0000050
colony forming unit granulocyte, erythrocyte, macrophage, and megakaryocyte	CL:0000049
colony forming unit hematopoietic	CL:0000037
colony-forming unit-fibroblast	CL:0000134
colony-forming unit-megakaryocyte	CL:0000553
columnar cell of endocervix	CL:0002152
columnar cell of the colon	CL:0002071
columnar chondrocyte	CL:0000744
columnar epitheliocyte of appendix	CL:1000405
columnar neuron	CL:0000112
columnar/cuboidal epithelial cell	CL:0000075
commissural neuron	CL:0000678
committed double negative thymocyte (Homo sapiens)	CL:0009082
committed lymphopoietic stem cell	CL:0000051
committed oligodendrocyte precursor	CL:4023059
common lymphocyte precursor	CL:0000051
common lymphocyte progenitor	CL:0000051
common lymphoid precursor	CL:0000051
common lymphoid progenitor	CL:0000051
common myeloid precursor	CL:0000049
common myeloid progenitor	CL:0000049
compound eye cone cell	CL:0000718
compound eye photoreceptor cell	CL:2000019
compound eye retinal cell	CL:0009001
cone	CL:0000573
cone cell	CL:0000718
cone retinal bipolar cell	CL:0000752
conidium	CL:0000599
conidium of conidiophore head	CL:0002383
conjunctiva goblet cell	CL:2000084
conjunctival epithelial cell	CL:1000432
connecting tubule A-IC	CL:4030020
connecting tubule B-IC	CL:4030021
connective tissue cell	CL:0002320
contractile cell	CL:0000183
copper accumulating cell	CL:0000309
cord blood hematopoietic stem cell	CL:2000095
corneal endothelial cell	CL:0000132
corneal epithelial cell	CL:0000575
corneal fibroblast	CL:0002363
corneal keratocyte	CL:0002363
corneocyte	CL:0002153
coronet cell	CL:0010015
corpus luteum cell	CL:0000175
cortical VIP neuron	CL:4023016
cortical cell of adrenal gland	CL:0002097
cortical granule cell	CL:0001032
cortical interneuron	CL:0008031
cortical nephrogenic niche cell	CL:0009019
cortical nephrogenic zone cell	CL:0009019
cortical neuron	CL:0010012
cortical thymic epithelial cell	CL:0002364
corticomedullary thymic epithelial cell	CL:0009070
corticothalamic VAL/VM projecting glutamatergic neuron of the primary motor cortex	CL:4023055
corticothalamic-projecting glutamatergic cortical neuron	CL:4023013
corticotroph	CL:0002309
corticotrophin hormone secreting cell	CL:0000467
corticotropin hormone secreting cell	CL:0000467
corticotropin secreting cell	CL:0000467
cpMΦ	CL:0000880
cpepiMΦ	CL:4042004
cpstMΦ	CL:4042005
cranial motoneuron	CL:0015000
cranial motor neuron	CL:0015000
cranial somatomotor neuron	CL:0008010
cranial visceromotor neuron	CL:0008013
crypt cell	CL:0000849
crypt olfactory receptor neuron	CL:0000849
crypt olfactory sensory neuron	CL:0000849
crypt sensory neuron	CL:0000849
crypt-bottom fibroblast	CL:4052008
crypt-top fibroblast	CL:4052009
crystal cell	CL:0000392
crystallin accumulating cell	CL:0000306
cubodial endothelial cell of vascular tree	CL:0002139
cuboidal type II cell	CL:0002063
cultured cell	CL:0000010
cuprophilic cell	CL:0000309
cutaneous/subcutaneous mechanoreceptor cell	CL:0002487
cuticle secreting cell	CL:0000658
cyanoblast	CL:0005005
cyanophore	CL:0000747
cycling B cell	CL:4033068
cycling T cell	CL:4033069
cycling basal cell	CL:4033082
cycling endothelial cell of lymphatic vessel	CL:4033079
cycling glial cell	CL:4047002
cycling macrophage	CL:4033076
cycling monocyte	CL:4033073
cycling mononuclear phagocyte	CL:4033078
cycling myeloid cell	CL:4033081
cycling natural killer cell	CL:4033071
cycling neuroblast	CL:4047005
cycling pulmonary alveolar type 2 cell	CL:4033080
cycling stromal cell	CL:4047001
cycling type EC enteroendocrine cell	CL:4047004
cystic thymic epithelial cells	CL:0002295
cystoblast	CL:0000722
dACs	CL:4023119
dSPN	CL:4023026
dark cell of eccrine sweat gland	CL:0002142
dark chief cell of parathyroid gland	CL:0002143
dark melanocyte	CL:0002566
dark pinealocyte	CL:0010014
dark thymic epithelial cell	CL:0002296
dark tongue cell	CL:0002289
decidua cell	CL:2000002
decidual cell	CL:2000002
decidual pericyte	CL:0008033
decidual perivascular cell	CL:0008033
decidual stromal cell	CL:2000002
defensive cell	CL:0000473
delta	CL:0004124
delta basophil	CL:0000437
delta cell of colon	CL:0002265
delta cell of islet	CL:0000173
delta cell of pancreatic islet	CL:0000173
delta cell of small intestine	CL:0002266
delta cell of stomach	CL:0002267
dense-core granulated cell of epithelium of trachea	CL:1000377
dental papilla cell	CL:0000345
dental pulp cell	CL:0002148
dental pulp stem cell	CL:4030035
dentate gyrus granule cell	CL:2000089
dentate gyrus kisspeptin neuron	CL:4023124
dentate gyrus neuron	CL:4023062
dentate gyrus of hippocampal formation basket cell	CL:2000087
dentate gyrus of hippocampal formation granule cell	CL:2000089
dentate gyrus of hippocampal formation stellate cell	CL:2000090
dermal chromatophore	CL:4040006
dermal melanocyte	CL:0002482
dermal microvascular endothelial cell	CL:0011030
dermal microvascular endothelium cell	CL:0011030
dermis blood vessel endothelial cell	CL:2000010
dermis lymphatic vessel endothelial cell	CL:2000011
dermis microvascular lymphatic vessel endothelial cell	CL:2000041
deuterosomal cell	CL:4033044
differentiated enterocyte	CL:0000584
differentiation-committed oligodendrocyte precursor	CL:4023059
diffuse bipolar 1 cell	CL:4033027
diffuse bipolar 2 cell	CL:4033028
diffuse bipolar 3a cell	CL:4033029
diffuse bipolar 3b cell	CL:4033030
diffuse bipolar 4 cell	CL:4033031
diffuse bipolar 6 cell	CL:4033032
diffuse bistratified amacrine cell	CL:0004230
diffuse multistratified amacrine cell	CL:0004234
digestive enzyme secreting cell	CL:0000470
dikaryon	CL:0000603
diploid cell	CL:0000415
direct pathway medium spiny neuron	CL:4023026
displaced amacrine cell	CL:4023119
disseminated nephrocyte	CL:0002524
distal tip cell	CL:0000661
dmARH tanycyte	CL:4042018
dmMΦ	CL:4042006
dopamanergic interplexiform cell	CL:0011105
dopamine 1 medium spiny neuron	CL:4023026
dopamine 2 medium spiny neuron	CL:4023029
dopaminergic cell	CL:0000700
dopaminergic neuron	CL:0000700
dorsal horn interneuron	CL:0011000
dorsal spinal cord interneuron	CL:0011000
double bouquet cell	CL:4023159
double negative T cell	CL:0002489
double negative T regulatory cell	CL:0011024
double negative thymocyte	CL:0002489
double-negative alpha-beta regulatory T cell	CL:0011024
duct epithelial cell	CL:0000068
ductal epithelial cell of prostate	CL:0002232
duodenal goblet cell	CL:1000324
duodenum glandular cell	CL:1001589
duodenum glandular cells	CL:1001589
dural macrophage	CL:4042006
dynamic beta motor neuron	CL:4023002
dynamic gamma motor neuron	CL:4023020
dynamic nuclear bag fiber	CL:4023005
eEVT	CL:4033063
eSPN	CL:4030057
ear hair cell	CL:0002374
ear receptor cell	CL:0002374
early colonocyte	CL:4047018
early embryonic cell (metazoa)	CL:0000007
early enterocyte	CL:0009067
early enterocyte	CL:0011032
early enterocyte	CL:4047019
early enterocyte of colon	CL:4047018
early lymphocyte progenitor	CL:0000051
early spermatid	CL:4030036
early theca cell	CL:4052010
eccentric MSN	CL:4030057
eccentric SPN	CL:4030057
eccentric medium spiny neuron	CL:4030057
eccentric spiny projection neuron	CL:4030057
eccrine cell	CL:0000434
ecdysteroid secreting cell	CL:0000176
echinocyte	CL:0002155
ecto-epithelial cell	CL:0002077
ecto-epithelial cell of viscerocranial mucosa	CL:0002283
ectocervical squamous cell	CL:0002244
ectoderm cell	CL:0000221
ectodermal cell	CL:0000221
efferent neuron	CL:0000527
egg cell	CL:0000025
eggshell secreting cell	CL:0000659
electrically active cell	CL:0000211
electrically responsive cell	CL:0000393
electrically signaling cell	CL:0000404
elongated spermatid	CL:4030037
embryonic blood vessel endothelial progenitor cell	CL:0002546
embryonic cardiomyocyte	CL:0002495
embryonic cell (metazoa)	CL:0002321
embryonic crystal cell	CL:0000715
embryonic fibroblast	CL:2000042
embryonic hemocyte	CL:0011008
embryonic plasmatocyte	CL:0011009
embryonic skeletal muscle fiber	CL:0009097
embryonic stem cell	CL:0002322
enamel secreting cell	CL:0000059
endo-epithelial cell	CL:0002076
endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa	CL:0002645
endo-epithelial cell of tympanic part of viscerocranial mucosa	CL:0002644
endocardial cell	CL:0002350
endocardial cushion cell	CL:0008022
endocardial endothelial cell	CL:0002350
endocrine cell	CL:0000163
endocrine-paracrine cell of prostate gland	CL:0002313
endocrinocyte	CL:0000163
endoderm cell	CL:0000223
endodermal cell	CL:0000223
endometrial glandular epithelial cell	CL:0009084
endometrial microvascular endothelial cell	CL:2000091
endometrial stromal cell	CL:0002255
endometrial stromal fibroblast	CL:0002255
endopolyploid cell	CL:0000417
endorphin secreting cell	CL:0000507
endospore	CL:0000563
endosteal cell	CL:0002157
endothelial cell	CL:0000115
endothelial cell of Peyer's patch	CL:1000411
endothelial cell of arteriole	CL:1000412
endothelial cell of arteriole of lymph node	CL:4033001
endothelial cell of artery	CL:1000413
endothelial cell of central vein of liver	CL:4033061
endothelial cell of coronary artery	CL:2000018
endothelial cell of efferent lymphatic vessel	CL:4033006
endothelial cell of endocardium	CL:0002350
endothelial cell of fetal artery	CL:4047006
endothelial cell of hepatic portal vein	CL:0009094
endothelial cell of hepatic sinusoid	CL:1000398
endothelial cell of high endothelial venule	CL:0002652
endothelial cell of lung	CL:1001567
endothelial cell of lymphatic vessel	CL:0002138
endothelial cell of pericentral hepatic sinusoid	CL:0019022
endothelial cell of periportal hepatic sinusoid	CL:0019021
endothelial cell of placenta	CL:0009092
endothelial cell of respiratory system lymphatic vessel	CL:0009086
endothelial cell of sinusoid	CL:0002262
endothelial cell of umbilical vein	CL:0002618
endothelial cell of uterus	CL:0009095
endothelial cell of vascular tree	CL:0002139
endothelial cell of vein	CL:0002543
endothelial cell of venous sinus of red pulp of spleen	CL:1000397
endothelial cell of venous sinus of spleen	CL:0002651
endothelial cell of venule	CL:1000414
endothelial cell of venule of lymph node	CL:4033000
endothelial cell of viscerocranial mucosa	CL:0002261
endothelial cells of cerebral cortex	CL:1001602
endothelial stalk cell	CL:0002671
endothelial tip cell	CL:0000704
endotheliocyte	CL:0000115
endotheliocyte of hepatic sinusoid	CL:1000398
endovascular extravillous trophoblast	CL:4033063
endovascular extravillous trophoblast cell	CL:4033063
endovascular trophoblast	CL:4033063
enkephalin secreting cell	CL:0000506
enteric glia	CL:4040002
enteric glial cell	CL:4040002
enteric neuron	CL:0007011
enteric smooth muscle cell	CL:0002504
enterochromaffin cell	CL:0000577
enterochromaffin-like cell	CL:0000504
enterocyte	CL:0000584
enterocyte of anorectum	CL:0009058
enterocyte of appendix	CL:0009026
enterocyte of appendix vermiformis	CL:0009026
enterocyte of colon	CL:1000347
enterocyte of epithelium of crypt of Lieberkuhn of small intestine	CL:1000338
enterocyte of epithelium of duodenal gland	CL:1000337
enterocyte of epithelium of intestinal villus	CL:1000335
enterocyte of epithelium of large intestine	CL:0002071
enterocyte of epithelium of small intestine	CL:1000334
enterocyte of epithelium proper of duodenum	CL:1000340
enterocyte of epithelium proper of ileum	CL:1000342
enterocyte of epithelium proper of jejunum	CL:1000341
enterocyte of epithelium proper of large intestine	CL:1000346
enterocyte of epithelium proper of small intestine	CL:1000339
enterocyte of vermiform appendix	CL:0009026
enteroendocrine cell	CL:0000164
enteroendocrine cell of anorectum	CL:0009063
enteroendocrine cell of appendix	CL:0009030
enteroendocrine cell of appendix vermiformis	CL:0009030
enteroendocrine cell of colon	CL:0009042
enteroendocrine cell of small intestine	CL:0009006
enteroendocrine cell of vermiform appendix	CL:0009030
enteroglial cell	CL:4040002
enucleate erythrocyte	CL:0000595
enucleate thrombocyte	CL:0000233
eosinophilic erythroblast	CL:0000552
eosinophilic myeloblast	CL:0000832
ependymal astrocyte	CL:0000683
ependymoglial cell	CL:0000683
epiblast cell	CL:0000352
epicardial adipocyte	CL:1000309
epicardial adipocyte of left ventricle	CL:1000311
epicardial adipocyte of right ventricle	CL:1000310
epicardial fat cell	CL:1000309
epicardial fat cell of left ventricle	CL:1000311
epicardial fat cell of right ventricle	CL:1000310
epidermal cell	CL:0000362
epidermal cell	CL:0000463
epidermal melanocyte	CL:2000000
epidermal mucus secreting cell	CL:0007019
epidermal stem cell	CL:1000428
epidermoblast	CL:0000464
epididymal glandular cell	CL:1001590
epididymis glandular cell	CL:1001590
epididymis glandular cells	CL:1001590
epinephrin secreting cell	CL:0000454
epinephrine secreting cell	CL:0000454
epiniphrine secreting cell of the adrenal medulla	CL:0002082
epiplexus cpMΦ	CL:4042004
epithelial cell	CL:0000066
epithelial cell of Bowman's capsule	CL:1000450
epithelial cell of Malassez	CL:0002166
epithelial cell of alimentary canal	CL:0002251
epithelial cell of alveolus of lung	CL:0000322
epithelial cell of amnion	CL:0002536
epithelial cell of anal column	CL:0002634
epithelial cell of appendix	CL:1000405
epithelial cell of bile duct	CL:1000488
epithelial cell of cervical canal	CL:0002535
epithelial cell of cervical canal of uterus	CL:0002535
epithelial cell of cervix	CL:0002535
epithelial cell of cervix of uterus	CL:0002535
epithelial cell of colon	CL:0002253
epithelial cell of conjunctiva	CL:1000432
epithelial cell of cornea	CL:0000575
epithelial cell of distal tubule	CL:0002305
epithelial cell of early distal convoluted tubule	CL:4030016
epithelial cell of endometrial gland	CL:0009084
epithelial cell of esophageal cardiac gland	CL:0002642
epithelial cell of esophageal gland proper	CL:0002641
epithelial cell of esophagus	CL:0002252
epithelial cell of exocrine pancreas	CL:1001433
epithelial cell of external acoustic meatus	CL:1000434
epithelial cell of gallbladder	CL:1000415
epithelial cell of gland of skin	CL:0002308
epithelial cell of glomerular capsule	CL:1000450
epithelial cell of intermediate tubule	CL:1000453
epithelial cell of lacrimal canaliculus	CL:1000433
epithelial cell of lacrimal drainage system	CL:1000435
epithelial cell of lacrimal duct	CL:1000435
epithelial cell of lacrimal sac	CL:1000436
epithelial cell of lactiferous gland	CL:0002325
epithelial cell of large intestine	CL:0002253
epithelial cell of late distal convoluted tubule	CL:4030017
epithelial cell of lower respiratory tract	CL:0002632
epithelial cell of lung	CL:0000082
epithelial cell of nasolacrimal duct	CL:1000437
epithelial cell of neck of uterus	CL:0002535
epithelial cell of nephron	CL:1000449
epithelial cell of pancreas	CL:0000083
epithelial cell of parathyroid gland	CL:0002260
epithelial cell of parietal layer of glomerular capsule	CL:1000452
epithelial cell of prostate	CL:0002231
epithelial cell of prostatic acinus	CL:0002233
epithelial cell of prostatic duct	CL:0002232
epithelial cell of prostatic urethra	CL:0017003
epithelial cell of proximal tubule	CL:0002306
epithelial cell of proximal tubule segment 1	CL:4030009
epithelial cell of proximal tubule segment 2	CL:4030010
epithelial cell of proximal tubule segment 3	CL:4030011
epithelial cell of renal collecting tubule	CL:1000454
epithelial cell of segment 1 of proximal tubule	CL:4030009
epithelial cell of segment 2 of proximal tubule	CL:4030010
epithelial cell of segment 3 of proximal tubule	CL:4030011
epithelial cell of skin	CL:0000362
epithelial cell of skin gland	CL:0002308
epithelial cell of small intestine	CL:0002254
epithelial cell of stomach	CL:0002178
epithelial cell of stratum corneum of esophageal epithelium	CL:0002654
epithelial cell of stratum germinativum of esophagus	CL:1000447
epithelial cell of stratum spinosum of esophageal epithelium	CL:0002655
epithelial cell of sweat gland	CL:1000448
epithelial cell of the descending thin limb of the short loop of Henle	CL:4030012
epithelial cell of the inner medulla of the long descending limb of the loop of Henle	CL:4030014
epithelial cell of the outer medulla of the long descending limb of the loop of Henle	CL:4030013
epithelial cell of thymus	CL:0002293
epithelial cell of thymus gland	CL:0002293
epithelial cell of thyroid gland	CL:0002257
epithelial cell of tracheobronchial tree	CL:0002202
epithelial cell of umbilical artery	CL:0010002
epithelial cell of upper respiratory tract	CL:0002631
epithelial cell of urethra	CL:1000296
epithelial cell of uterine cervix	CL:0002535
epithelial cell of uterus	CL:0002149
epithelial cell of vermiform appendix	CL:1000405
epithelial cell of vesical trigone	CL:1000442
epithelial cell of viscerocranial mucosa	CL:1000441
epithelial cell of wall of inferior part of anal canal	CL:1000438
epithelial cell of zona glomerulosa of adrenal gland	CL:0002099
epithelial cell rests of Malassez	CL:0002166
epithelial debris of Malassez	CL:0002166
epithelial fate stem cell	CL:0000036
epithelial melanocyte	CL:0002484
epithelial mesenchymal cell	CL:0002078
epithelial reticular cell	CL:0002293
epithelial reticular cell of thymus	CL:0002293
epithelial stem cell	CL:0000036
epitheliocyte	CL:0000066
epithelioid histocyte	CL:0002150
epithelioid macrophage	CL:0002150
epitheloid macrophage	CL:0002150
epsilon	CL:0003025
epsilon-acidophil	CL:0002311
equatorial cone cell	CL:0000721
equine chorionic girdle cell	CL:4040001
erythroblast	CL:0000765
erythrocyte	CL:0000232
erythroid lineage cell	CL:0000764
erythroid progenitor cell	CL:0000038
erythroid stem cell	CL:0000038
erythrophore	CL:0000574
erythropoietic cell	CL:0000764
esophageal non-keratinized squamous epithelial cell	CL:0009096
esophageal nonkeratinized squamous epithelial cell	CL:0009096
esophagus non-keratinized squamous epithelial cell	CL:0009096
